hotelId,hotelName,city,phone,agent,dogFriendly,weightSizeLimit,maxDogs,dogFee,areasPermitted,areasNotPermitted,allowedInRoomWithoutOwners,dogAmenetiesProvided,walkTypesNearHotel,grassAreaNearHotel,enclosedGarden,dogsAllowedAtBreakfast
,Ashdown Park hotel,Sussex,,,Y,N/A,2,£15 per night,"ground floor Fairway Junior Suites room type only, Front Hall and West Lounge",All other areas inlcuding the main hotel,Yes,Bed and bowl,Ashdown Forest,Y,N/A,No
,DoubleTree by Hilton Brighton Metropole,Brighton,,,Y,35kg,2,£45 per stay,Room & Bar Terrace,Restaurant and leisure facilitities,Yes ,No,,Y,N/A,Bar Terrace only 
,DOUBLETREE BY HILTON LONDON - KINGSTON UPON THAMES,London,,,Y,20kg (However website states 34kg size large so worth checking ,2,£10 per stay,Lobby & Room,Bar & Restuarant,Yes,Bowl,Canbury Gardens Park,Canbury Gardens Park 2 mins away,N/A,Lobby Area
HXEXT978,Hampton By Hilton Exeter Airport,,,,Not open Yet ,,,,,,,,,,,
,The Franklin ,London,,,Y,Medium sized,1,£40 per night,,Dining and public areas,No,,,,,
,The Isle of Eriska Hotel,"Benderloch, Oban ",,,Y,N/A,2,£20 per night per dog,Guest Rooms/ or Self catering accomodation,Public Areas,Yes in a crate,Towels,Private Island,Y,No,No
,Hilton Gatwick,London,,,Y,Medium sized,2,£30 per stay,Room and Lobby,Restaurants and bar,Yes,No,,Y,N/A,Yes
,Hilton Aberdeen TECA,Aberdeen,,,Y,N/A,2,£35 per stay,Bar Area,"Restaurants, spa, executive lounge and conference areas",No,,,Y,,Bar Area
,The Mitre Hampton Court Hotel,London ,,,Y,No extra large breeds,2,£30 per dog per night,Lower Deck of Resturant and Courtyard Bedrooms,Upper deck of restaurant and any bedroom types that are not courtyard,Yes,"Bed, treats and bowl",,Y,,Yes
,DoubleTree by Hilton Woking,Woking,,,N,,,,,,,,,,,
,The Grand Hotel Eastbourne,Eastbourne East Sussex,,,Y,N/A,2,£20 per dog per day,Room and walkways to rooms only,ANywhere else that is public,Yes,Bed and bowl and a meal from room service,,Y,,Room service only 
,Inverlochy Castle Hotel,"Torlundy, Fort William",,,Y,N/A,2,£20 per dog per day,Bedrooms Only,ANywhere else that is public,Yes in a crate,Bed and Bowl,Hotel on large Estate,Y,N/A,No
,BishopStrow,Wilshire,,,Y,2 large,2,£40 from April 2025,All areas other than stated ,"Garden Grill Restaurant. Cosy Rooms and Luxury Hot tub suite, Spa",Y,"Bed, bowls and woof box",30 acre estate and dog agility course,Y,N/A,Conseratory and lounge 
,Blossom Lodge Norfolk,Norfolk,,,Y,N/A,N/A,?,All aras,N/A,Y,Blankets and bowls,countryside walks and next to Norfolks largest dog park,Y,Y,N/A
HLLON583,DoubleTree by Hilton London - Tower of London,London,,,Y,35kg,2,£40 per stay,Rooms only,Breakfast area and public areas,N,Beds and bowls,Grenwich Park,Y,,No
,DoubleTree by Hilton Southampton,Southhampton,,,Y,34kg combined weight,2,£10 per pet per night (max £50 per stay),public areas & Bar,Food and beverage areas,N,N,,Y,,In Bar Area
YXNCLSEA,Seaham Hall ,Durham,,,Y,Medium Dogs,2,,"Dog Friendly Garden Room with hottub, longue, garden areas, lobby","Furniture, other room types and other public areas not listed (Dining Room, Spa) ",Y in a crate,Towels ,Beaches/ Clifftop & Hotel Grounds,Y,,Not specifically but potentially in the lobby or bar if requested
,Trigony Hall,"Dumfries and Galloway, Scotland",,,Y,Depends on room size and size of dog. Please call first ,2- but could be 3 if small breeds,£15 per night but every dog that stays get their 5th stay free,All areas,N/A,Y if in hotel,"Welcome Pack and Walk Map/ Washing facilities, beds and bowls ",Countryside- Hotel provide maps,Y,,Y- Dog menu at breakfast
,Leman Locke  London,London ,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Bermonds Locke London TowerBridge,London,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Turing Locke Cambridge,Cambridge,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Eden Locke Edinburgh,Edinburgh,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Kingsland Locke London,London,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Locke at Brocken Wharf,London ,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Buckle Street Studios by Locke,London,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Whitworth Locke,Manchester,,,Y,30kg and under,1,£40 per stay,Studio Apartment Hotel so in the studios ,Each hotel has a dedicated work space and pet oweners must call in advance to see where they are allowed and when ,,"lovely doggie treats,  a dog bandana and toy, plus a dog bowl and door hanger",,,,Studio Apartment Hotel so in the studios 
,Ashford International Hotel and Spa,Kent,,,Y,Small to medium,2,£25 per room per night ,"Rooms, Lounge & Terrace",All other areas,Yes if staying in the hotel,No,,Y,,Yes in the lounge or terrace
,"Belton Woods Hotel, Spa & Golf Resort",Grantham,,,Y,Small to medium,2,£25 per room per night ,"Claret Jug, Lounge Bar, Conservatory ",All other areas,Yes if staying in the hotel,Treats,,Y,,Yes in lounge area
,Cambridge belfry hotel & spa,Cambridge,,,Y,Small to medium,2,£25 per room per night ,Lounge,All other areas,Yes if staying in the hotel,No,,Y,,Yes in lounge area
,Chesford Grange Hotel,Kenilworth,,,Y,Small to medium,2,£25 per room per night ,Terrace Bar & Terrace,All other areas,Yes if staying in the hotel,"Beds, bowls and treats",,Y,,Yes in bar area
,Crewe Hall hotel and Spa,Crewe,,,Y,Small to medium,2,£25 per room per night ,Bar & Terrace,All other areas,Yes if staying in the hotel,"Beds, bowls and treats",,Y,,Yes in bar area
,"Glasgow Westerwood Hotel, Spa & Golf Resort",Glasgow,,,Y,Small to medium,2,£25 per room per night ,Lounge,All other areas,Yes if staying in the hotel,No,,Y,,Lounge 
,"Forest Pines Hotel, Spa and Golf Resort",Scunthorpe,,,Y,Small to medium,2,£25 per room per night ,"Lounge, bar and Pines Area",All other areas,Yes if staying in the hotel,Treats,,Y,,Yes in bar area
,Double Tree by Hilton The Stratford,Stratford upon Avon,,,Y,Small to medium,2,£25 per room per night ,Lounge Bar,All other areas,Yes if staying in the hotel,"Beds, bowls and treats",,Y,,Yes in lounge bar
,"Duston Hall Hotel, Spa and Golf Resort",Norwich,,,Y,Small to medium,2,£25 per room per night ,Terrace Bar & Terrace,All other areas,Yes if staying in the hotel,No,,Y,,Yes in Terrace
,Hampshire Court Hotel & Spa,Basingstoke,,,Y,Small to medium,2,£25 per room per night ,Lounge bar and courtyard,All other areas,Yes if staying in the hotel,No,,Y,,Yes in lounge bar
,norton park hotel spa & manor house,Winchester,,,Y,Small to medium,2,£25 per room per night ,"Interior Balcony, Reception and part of bar",All other areas,Yes if staying in the hotel,No,,Y,,Yes in part of bar if pre requested 
,"Oulton Hall Hotel, Spa & Golf Resort",Leeds,,,Y,Small to medium,2,£25 per room per night ,Great Hall and Terrace,All other areas,Yes if staying in the hotel,"Beds, bowls and treats",,Y,,In the great hall 
,Oxford Belfry Hotel & Spa,Thame Oxford ,,,Y,Small to medium,2,£25 per room per night ,Lounge Bar,All other areas,Yes if staying in the hotel,No,,Y,,Yes in bar area
,"Staley Hall Hotel, Spa and Golf Resort",Hexham Northumberland,,,Y,Small to medium,2,£25 per room per night ,"Lounges, Tommy Craig's Bar and Claret Jug",All other areas,Yes if staying in the hotel,No,,Y,,Yes in Lounge
,Stratford Manor Hotel,Stratford upon Avon,,,Y,Small to medium,2,£25 per room per night ,Lounge Bar,All other areas,Yes if staying in the hotel,"Beds, bowls and treats",,Y,,Yes in bar area
,The Telford Hotel and Spa,Telford Shropshire,,,Y,Small to medium,2,£25 per room per night ,"1779 Bar, Conference Lounge, Gorge Bar",All other areas,Yes if staying in the hotel,Treats,,Y,,Yes in bar area
QHXWN385,The Park Royal Hotel and Spa,Warrington,,,Y,Small to medium,2,£25 per room per night ,Bar & Terrace,All other areas,Yes if staying in the hotel,No,,Y,,Yes in bar area
,Rosewood London,Holborn London,,,Y,N/A,2,N/A,All areas but the spa and fitness. Please contact staff directly to find the dog friendly areas of the food and bervage outlets,Spa and fitness centre,No,Bed,St Jame's Park. The hotel also provide you with an Expawriences Guide with walks and things to do/see,Y- Lincoln Park,N/A,In Holborn Dining room or Mirror Room
,Galgorm Manor Hotel Belfast,Belfast,,,Y- Only in lodgings not hotel,2 large 3 small- email the hotel to evaluate if this doesn't meet your needs,2 large 3 small,£15 per dog per night,Lower section of McKendry's Bar,Main Resorta nd spas,In crate,No,,Y,No,Lower section of McKendry's Bar
,Four Seasons Hotel Hampshire,Hampshire,,,Y,30kg and over 6 months and fully house trained ,,£50 per dog per stay,All other areas not mentioned in Not permitted,All areas where food and beverages are served adn the spa/pool areas,No- Dog sitting service is provided,"DOg bed, dishes and food",,Y,N/A,No
WBEXTGID,Gidleigh Park,Newton Abbot,,,Y,N/A- Large dogs are most welcomed,Depends on size of room/ dog- Hotel will help wiyht his,£25 per night,"Bar area, Conservatory, Hallways",The Dining Rooms/ Drawing rooms,Y,"Welcome Pack and Walk Map/ Washing facilities, beds and bowls ",107 acres of land,Direct access to the Moors,N/A,Bar area
,Fife Arms,Braemar,,,Y,Hotel can help you choose room type suitable for the amount of dogs and size,2- can be discussed with hotel depending on the size of the room ,£25 per dog per night,"The flying Stag, The Foghouse, The courtyard and Hotel Grounds","Drwaing Room The Clunie Dining Room, Elsa's cocktail bar and Berties Whisky Bar",Y,"treats, beds, bowls ",,Y,Y,Yes- advanced notice should be given
YXNQYFOW,Fowey Hall,Cornwall,,,Y,No,3,£25 per night per dog,Spa or by the pool ,Everywhere else,Y,"Bowls, beds, blankets, ",,Y,,Yes in restuarant 
,Hart Shoreditch,London,,,Y,Under 10kg,2,£200 security deposit,,,No,Beds and Bowls,,No,,
,Cholmondeley Arms,Cholmondeley,,,Y,Nothing bigger than an Alsation,2,£10 per dog,Throughout the Pub,Upstairs rooms and Heasdmasters House,No,Bowls and treats,,Y,N/A,Yes
,Lympstone Manor Hotel & Restaurant,Exmouth,,,Y,N/A,2/ 1 in the shepards hut if large,£30 per dog per night,"Dogs are welcome in reception, on the outside terrace and hotel grounds.  two Dog Friendly rooms at Lympstone Manor. The Tern one of our Grand Estuary Suites, and the Greenfinch one of our Superior Estuary Suites are our Dog Friendly rooms in the main house. Alternatively, all six of our shepherd’s huts are dog friendly","Dogs are not allowed within the perimeter of the outdoor swimming pool, lower terrace, croquet lawn or tennis court.",Y- if reception are made aware,"1 dog bed, 2 bowels, 1 towel, a treat and 2 poo bags per dog",Enclosed Estate,Y,"Grand Estuary Suite – The Tern offers panoramic views of the estuary from your private terrace, as well as outdoor fire pits and soak tubs. They benefit from partitioned living and sleeping and their own access from the gardens. The Superior Estuary Suite – The Greenfinch boasts our largest outdoor area, with a private garden to be enjoyed undisturbed by others and accessed by a balcony.",No but they can offer room service
,Pennyhill Park,Surry,,,Y,depend on the room category. For larger dogs we recommend Garden Junior Suites and above,2,£40 per stay,"Hillfield bar, reception area, Lily Pond Terrace, all outside walking areas","2 restaurants (Hillfield & Latymer), or the spa",Y,bed and bowl,,Y,"Garden Junior Suites, Wentworth Suite and The Granary all have their own private gardens",Y- Hillfield bar
LXBRSTPH,Bath Priory,Bath,,,Y- 'Foxglove' and 'Moringa' rooms only,N/A,2,£25 per dog per stay,The Pantry & Terrace.,"restaurant, library, drawing room or the spa",Y- if reception are made aware,Bed and bowl,,Y,,The Pantry
,Luckham Hotel and Spa,Chippenham,,,"Y- All cottages 2 courtyard rooms, 1x manor room and 1x junior suite ",N/A,X2 Country Rooms – 1 dog per room X1 Manor Room – 2 dogs X1 Junior Suite – 2 dogs Cottages are allowed 2 dogs per cottage.,£50 per dog per stay,"reception area of the hotel, in the lounge area of The Walled Garden Restaurant and they are allowed all around the grounds while on a lead","lounge area and drawing room or anywhere in the main house apart from the reception area, Restaurant Hywel Jones, Restaurant Area of The Walled Garden and the spa.",Y,"Food, water bowls towels bedding treats and a toy",,Y,,Lounge Area or room service 
,South Lodge ,Horsham,,,"Y in these room types Comfy Room, Luxe Junior Suite, Garden Suite, Family Suite, or Hot Tub Suite ",N/A,2- contact if you have more as they may beable to accomodate depending on size. ,£40 per dog,"reception, lounge, and bar area",restaurants or anywhere in The Spa,Y- if reception are made aware,Beds bowls and toys ,93 acres of land ,Y,,Lounge and bar 
,Ellenborough Park,Cheltenham,,,Y,N/A,2,£30 per dog per night,"Reception, Atrium, Bar, Horse Box Brasserie, on the grounds (on leads)","Spa, Pool area, Great Hall, Restaurant, De La Bere court or on furniture ",Y,"Le Chameau dog bed or create, food, water bowls and treats",,Y,"Garden Classic, Garden Luxury and The Lodge has an enclosed garden",In Atrium Area
,DoubleTree by Hilton Bristol North,Bristol,,,Y,30kg,2,£35 per stay,Lobby only ,Resturant ,No,Bowls,,Y,N/A,Lobby
,Sea Containers London,London,,,Y,9.1kg,2,£100,Throughout the hotel ,"Bars, spa or cinema area",No,"Beds, bowls and treats ",,Y,some rooms offer outdoor patio spaces,Yes
YXBRSWOO,Woolley Grange ,Wilshire,,,Y,N/A,N/A,£25 per dog  per night ,All others areas ,"spa, by the outside pool and the walled garden",Y,Bed bowls and gift bag and dog washing station ,Paddock for running. ,Y,,Special section of the restuaarant 
,Forest Side,The Lakes Cumbria,,,Y- Cosy and Supberb rooms ,N/A,N/A,£25 per dog,Bar and lounge until 6pm,Restuarant,Y,,Lake District,Y,,
YXNCLLCA,Lord Crewe Arms,Consett Durham,,,Y,N/A,2,£20 per dog per night,anywhere on the ground floor,Upstairs dining room and some bedrooms,No,Beds bowls and towels ,Countryside ,Y,,Downstairs dining room 
,The Ship,Suffolk,,,Y,N/A,N/A,£25 per dog per ,Resturant,N/A,No,Bed bowls and treats ,,Y,,Yes 
MCLONPLM,London Hilton Park Lane ,London,,,Y,10kg,2,£50 pet fee,Lobby and bedrooms,Food and berverage places,Y,Bed and bowl,Hyde Park,Y,,No
LWLON416,One Aldwych,London,,,Y,Small to medium,1 over 1 year of age fully house trained ,N/A,Library and lobby until 5pm ,"Indigo resturant, spa and Healht Club",No,Bowl and treats and bed,Hyde Park 27 minutes away ,Y- Victroia emabankment gadrens is the closest,,Yes 
WVBHXNOE,Noel Arms,Chipping Campden,,,Y,N/A,3- negotiable on size,£15 per night ,ANywhere but the restuarant,Restuarant,Y,Bowl,Fields located around the hotel,Y,,Conservatory or bar area
,Kylesku Hotel,Sutherland Scotland,,,Y,N/A,1,£15 per dog per night up to £60,BAr and residents lounge,Resturant ,Y if dining in the hotel only ,"Bowl, towel  mat toys and treats",Beaches,Y,,BAr and residents lounge
,Pennally Abbey,Pembrokeshire Wales,,,Y in 4 rooms ( &10: Cosy Coach House and 11 & 12: Large Coach House) ,N/A,1,£15 per night ,"Lounge, bar and sunroom",Main dining room,Y,No,Beaches,Y,Shared with the other coach houses,Sunroom
,Watergate Bay Hotel,Cornwall,,,Y,N/A,2,£15 for 1 and £20 for 2 per night,"The living space, the beach hut and reception","Zacry's Kid's Zone, Swim club and breakfast zone",Y,Beds and bowls,Beaches,Y,,The living space
,Devonshire Arms Hotel Bolton Abbey,Skipton,,,Y,N/A,2,£15 per dog per night ,Lounges and Brassiere Restaurant,Gadren Room Restuarant,Y,Bowl and treats (free) Bed £25 per night,Countryside/ Bolton Abbey,Y,,Y in specific area
,Rose and Crown,Kings Lynn,,,Y,N/A,3- enquire first if bringing more than 2,£15 per dog,All areas except the Cellar Bar,Cellar Bar,Y,Bowls and treats,Beaches & Country Side,Y,,Garden Room
,Gara Rock,Salcombe ,,,Y,N/A,2,£45 per pet ,"All areas including cinema, lounge and restaurant ",Gara kitchen and spa,Y,Dog welcome box,Beaches,Y,Junior Suites and Residences with Garden all have access to a shared garden that is gated,Yes 
HSBRSADV,Hare and Hounds Hotel,Tetbury,,,Y,N/A,Typically 2- can discuss 3 ,£20 per night or £30 for 2,All ground floor areas expcept the Beaufort Restaurant,Beaufront restaurant ,Y,"Bed and bowl, breakfast sausage/ dog wash area available ",Hotel recommend walking routes ,Y- own grounds ,,Beaufort lounge
LXSOULHH,Laiston House,Winchester,,,Y,N/A,"The Smart and Luxe rooms can fit one dog comfortably.  suites, two to three dogs can be accommodated",£40 per dog per stay,Bar and drawing room,Avenue Restuarnt and The Wellhouse ,Y,Bed bowls and treats ,63 acres of land ,Y ,N/A,Bar or room service 
,Another Place,Lake District,,,Y,N/A,2,£15 per dog per night or £20 for 2,"Living space Restaurant, grounds on leads and Brackenrigg inn","Rampsbeck restaurant, the library and swim club",No,No,Lake District,Y,,Living Space Restaurant 
,Pale Hall Hotel ,Bala Wales,,,Y,N/A,"2 (3 if small, please contact) ",£25 per dog per night in allocated dog friendly rooms,"Huntsmans Restaurant, Main hall, Guests rooms","Henry Robertson Restaurant, Library, Four Seasons",Y,,,Y,"Dog Field for running off a lead, Hotel grounds on lead",Yes 
,Victoria Hotel ,Holkham Wells Next to The Sea- Norfolk ,,,Y,N/A,Down to the room type. Contact first ,£10 per night per dog,All areas but on a lead ,Ancient House ,No,Bed bowls towl and biscuits,Beaches ,Y,,Yes 
,The Retreat East,Suffolk,,,Y apart fro in 'little barns'',N/A,1 dog in shepard huts no limites else where,£25 per dog,All areas but the spa,Spa,Y,Bed and bowl,,Y,,Yes 
,"Coniston Hotel, Country Estate and Spa",Skipton,,,Y,N/A,2,£20 per dog per night,All areas but the spa and first floor,First floor and spa,No,"Bowl, towel and treat",,Y,Deluxe rooms have a patio but no enclosed so lead required ,Yes 
,Goodwood Hotel ,Chichester,,,Y,N/A,2,£30 per dog per stay,All areas,Health club,Yes,Bed bowl and treats,Hotel provides map plus hotel grounds,Y,Garden King rooms have direct access to the hotel garden but dogs need to be on a lead,Yes 
,The Blankley Hotel ,Norfolk,,,Y,N/A,3,£20 per dog per night,Ground floor bedrooms only- Keep of furniture ,All public areas,Yes,No,,Y- but not allowed to use for comfort breaks ,N/A,No
IQLGWCHI,Chilston Park Hotel,Maidstone,,,Y,N/A,N.A,£20 for 1 dog per night and £10 per night for additionla dogs ,Evervy where but the Culpepers Restaurant,Culpepers restaurant,Yes,Beds and bowls ,Hotel Grounds,Y,In some rooms ,Marble Lounge or Bar
,Slebech Park Country Estate,Haverfordwest Wales,,,"Y in certain room types these room types- The Wall Room Orangery 1, 2, & 3 Eashing 4 (maximum 1 dog) Loose Box Dunluce 1 & 2",, Eashing 4 (maximum 1 dog) All other rooms 2-3 but email to check ,£15 per dog per night ,Specific area of the resturant,Other areas of the restaurant,,Beds and bowls ,Big gardens in hotel groundns ,Y,,Specific area of the resturant
,Beadnell Towers,Nothumberland,,,Y,N/A,2,£25 per dog,"Bar, reading room",Restuarant and room that aren't dog friendly,No,No,,Y- church green,,Bar Area
,Hotel Endsleigh,Dartmoor Devon,,,Y,N/A,2,£25 per dog per night ,"Sitting room, library and private dinings rooms",Small or main dining rooms,No,"Bed bowl, towl and treats ",100 acres grounds,Y- 100 acres of land,,"Sitting room, library and private dinings rooms"
,The Dog at Wingham,Wingham Kent,,,Y,N/A but depends on roomsize,1/2 depending on roomsize,£25 per room,all other areas,Compact king size rooms,Yes,No but treats in the bare ,Hotel can recommend ,Y,,Yes 
,Park Hall Hotel and Spa,Lancashire,,,Y,,,,,,,,,,,
,Raddison Red Liverpool,Liverpool,,,Y,,,,,,,,,,,
,Raddison Red Grenwich London,London,,,Y,,,,,,,,,,,
PDXVH367,Park Inn Peterborough,Peterborough,,,Y,,,,,,,,,,,
PDSEN387,Park Inn South End on Sea,South End on Sea,,,Y,,,,,,,,,,,
PDCWL345,Park Inn Cardiff,Cardiff,,,Y,,,,,,,,,,,
,Raddison Blu Cardiff,Cardiff,,,Y,,,,,,,,,,,
,Nobu Hotel Shoreditch,Shoreditch London ,,,Y,,,,,,,,,,,
,Nobu Hotel London Portman Square,London,,,Y,,,,,,,,,,,
,nHow London,London,,,,,,,,,,,,,,